Subfolder,File,Accuracy,Precision (macro),Recall (macro),F1 Score (macro),F1 Score (weighted)
task_data_train_de,first_alphabetically_different_first_letter.csv,0.9733333333333334,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9733333333333334
task_data_train_de,first_alphabetically_far_first_letter.csv,0.98,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.98
task_data_train_de,first_alphabetically_same_first_letter.csv,0.865,0.7888571428571429,0.7879047619047619,0.7766734693877552,0.8681058201058202
task_data_train_de,first_letter.csv,0.35,0.19124978137365858,0.4444444444444444,0.251707635976888,0.21078431985900345
task_data_train_de,first_word.csv,0.0,0.0,0.0,0.0,0.0
task_data_train_de,last_letter.csv,0.5766666666666667,0.3485074019326119,0.30006646047934615,0.30570009684262694,0.5564504474182751
task_data_train_de,last_word.csv,0.24,0.1562460855206969,0.17439550949913643,0.15937182990515134,0.22942316527661358
task_data_train_de,less_letters.csv,0.7133333333333334,0.557171162450197,0.46409393355094714,0.4957911443379163,0.7671562710822553
task_data_train_de,less_letters_length_diff_1.csv,0.545,0.5230809263596148,0.515951079885506,0.4764566195617304,0.5420499380793499
task_data_train_de,less_letters_length_diff_3plus.csv,0.8266666666666667,0.6310679611650486,0.5300142406296033,0.5691758142829841,0.8921045768641055
task_data_train_de,more_letters.csv,0.7833333333333333,0.7119551337551338,0.6708661116661114,0.6637459214003568,0.8054910932259836
task_data_train_de,more_letters_length_diff_1.csv,0.5833333333333334,0.5700073326432021,0.5555965320910974,0.5312008341899646,0.5804770322270323
task_data_train_de,more_letters_length_diff_3plus.csv,0.94,0.7731958762886598,0.7423982088930543,0.756038259401063,0.9635975895105927
task_data_train_de,smaller_number.csv,0.8616666666666667,0.7569742489270386,0.7628755364806867,0.7529838544860004,0.8567857142857143
task_data_train_de,word_after.csv,0.13666666666666666,0.06827920266247874,0.08463868478661378,0.06871111127409724,0.11689810644742091
task_data_train_de,word_before.csv,0.09666666666666666,0.06440436551383297,0.08208366644159407,0.06556020474225735,0.07976140973247935
